date,group,type_id,type_label,slot_id,product_key,title,quantity,unit,price,unit_price,linked_unit_price,offer_count,api_unit_price,unit_price_gap_pct,quantity_source,matched_category,category_level,raw_offer_count,source_count,source_ids,markets,source_mode,source_updated_at,generation,match_score,collected_at,source_observations,source_link
2026-09-18,bread_cereals,bread_white,Beyaz ekmek,id:1SZ0,id:12IZ,Sade Baget Ekmek 75 Gr,0.075,kg,19.95,266.0,216.666667,1,266.0,0.0,api-refined,Somun Ekmek,sub_category,1,1,"[""depot:migros-6679""]","[""migros""]",pinned-relative,18.09.2026 12:24,1,1.05,2026-09-18T20:06:15.060647+03:00,"[{""price"":19.95,""api_unit_price"":266.0,""source_id"":""depot:migros-6679"",""market"":""migros"",""depot_name"":""Mjet Kadıköy Rasımpaşa Istanbu"",""index_time"":""18.09.2026 12:24""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:migros-6679"":19.95},""previous_level"":19.95,""link_factor"":0.8145363421052632}"
2026-09-18,bread_cereals,bread_toast,Tost ekmeği,id:1Z1S,id:1Z1S,Uno Süper Tost Ekmeği 470 Gr,0.47,kg,99.5,211.702128,230.381727,1,211.70212,0.0,api-refined,Tost Ekmeği,sub_category,3,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,18.09.2026 12:27,0,1.05,2026-09-18T20:06:16.266983+03:00,"[{""price"":99.5,""api_unit_price"":211.70212,""source_id"":""depot:carrefour-1012"",""market"":""carrefour"",""depot_name"":""Istanbul Acıbadem Hıper"",""index_time"":""18.09.2026 12:27""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:carrefour-1012"":85.0},""previous_level"":92.5,""link_factor"":1.0}"
2026-09-18,bread_cereals,bread_toast,Tost ekmeği,id:20KG,id:0LNZ,İyilik Tost Ekmeği 670 Gr,0.67,kg,63.5,94.776119,132.521738,1,94.776115,0.0,api-refined,Tost Ekmeği,sub_category,1,1,"[""depot:migros-1991""]","[""migros""]",pinned-relative,18.09.2026 12:24,1,1.05,2026-09-18T20:06:16.266997+03:00,"[{""price"":63.5,""api_unit_price"":94.776115,""source_id"":""depot:migros-1991"",""market"":""migros"",""depot_name"":""Çiçekçi M Migros"",""index_time"":""18.09.2026 12:24""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:migros-1991"":63.5},""previous_level"":63.50000000000001,""link_factor"":1.3982608617835917}"
2026-09-18,bread_cereals,bread_toast,Tost ekmeği,id:1Z60,id:12SA,Untad Premium Dev Tost Ekmeği 1.3 Kg,1.3,kg,235.0,180.769231,198.0,1,180.76924,0.0,api-refined,Tost Ekmeği,sub_category,1,1,"[""depot:migros-564""]","[""migros""]",pinned-relative,18.09.2026 12:24,1,1.05,2026-09-18T20:06:16.266999+03:00,"[{""price"":235.0,""api_unit_price"":180.76924,""source_id"":""depot:migros-564"",""market"":""migros"",""depot_name"":""Kadıköy Çarşı M Migros"",""index_time"":""18.09.2026 12:24""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:migros-564"":235.0},""previous_level"":235.0,""link_factor"":1.0953191475378905}"
2026-09-18,bread_cereals,bread_toast,Tost ekmeği,id:1ZGC,id:1ZGC,Uno Büyük Tost Ekmeği 550 Gr,0.55,kg,79.9,145.272727,137.979932,1,145.27274,0.0,api-refined,Tost Ekmeği,sub_category,3,1,"[""depot:hakmar-5521""]","[""hakmar""]",pinned-relative,18.09.2026 12:26,0,1.05,2026-09-18T20:06:16.267000+03:00,"[{""price"":79.9,""api_unit_price"":145.27274,""source_id"":""depot:hakmar-5521"",""market"":""hakmar"",""depot_name"":""Ahmediye  Üsküdar"",""index_time"":""18.09.2026 12:26""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:hakmar-5521"":79.9},""previous_level"":75.88896240814348,""link_factor"":1.0}"
2026-09-18,bread_cereals,bread_toast,Tost ekmeği,id:20E8,id:20E8,Untad Büyük Tost Ekmeği 670 Gr,0.67,kg,101.25,151.119403,161.365046,2,151.11941,0.0,api-refined,Tost Ekmeği,sub_category,3,2,"[""depot:carrefour-5254"",""depot:tarim_kredi-7488""]","[""carrefour"",""tarim_kredi""]",pinned-relative,18.09.2026 12:26,0,1.05,2026-09-18T20:06:16.267002+03:00,"[{""price"":87.5,""api_unit_price"":130.59702,""source_id"":""depot:tarim_kredi-7488"",""market"":""tarim_kredi"",""depot_name"":""Istanbul Kadıköy Kızıltoprak"",""index_time"":""18.09.2026 12:26""},{""price"":115.0,""api_unit_price"":171.6418,""source_id"":""depot:carrefour-5254"",""market"":""carrefour"",""depot_name"":""Istanbul Üsküdar Salacak Mını"",""index_time"":""18.09.2026 12:26""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:carrefour-5254"":99.0,""depot:migros-1991"":94.5,""depot:tarim_kredi-7488"":87.5},""previous_level"":100.3120132386944,""link_factor"":1.0}"
2026-09-18,bread_cereals,bread_toast,Tost ekmeği,id:0ZDX,id:0ZDX,Uno Anadolu Tost Ekmeği 550 Gr,0.55,kg,49.5,90.0,90.0,1,90.0,0.0,api-refined,Tost Ekmeği,sub_category,1,1,"[""depot:sok-4707""]","[""sok""]",pinned-relative,18.09.2026 12:22,0,1.05,2026-09-18T20:06:16.267004+03:00,"[{""price"":49.5,""api_unit_price"":90.0,""source_id"":""depot:sok-4707"",""market"":""sok"",""depot_name"":""Şok Minifevziçakmak"",""index_time"":""18.09.2026 12:22""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:sok-4707"":49.5},""previous_level"":49.49999999999999,""link_factor"":1.0}"
2026-09-18,bread_cereals,bread_toast,Tost ekmeği,id:1BZP,id:1BZP,Tazepan Tost Ekmeği 670 Gr,0.67,kg,59.0,88.059701,88.059701,1,88.0597,0.0,api-refined,Tost Ekmeği,sub_category,1,1,"[""depot:tarim_kredi-7488""]","[""tarim_kredi""]",pinned-relative,18.09.2026 12:26,0,1.05,2026-09-18T20:06:16.267005+03:00,"[{""price"":59.0,""api_unit_price"":88.0597,""source_id"":""depot:tarim_kredi-7488"",""market"":""tarim_kredi"",""depot_name"":""Istanbul Kadıköy Kızıltoprak"",""index_time"":""18.09.2026 12:26""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:tarim_kredi-7488"":59.0},""previous_level"":59.0,""link_factor"":1.0}"
2026-09-18,bread_cereals,bread_wholewheat,Tam buğday ekmeği,id:2157,id:207S,Untad Tam Buğday Ekmeği 400 Gr,0.4,kg,99.0,247.5,224.217389,2,247.5,0.0,api-refined,Tam Buğday Ekmeği,sub_category,3,2,"[""depot:carrefour-1012"",""depot:tarim_kredi-7488""]","[""carrefour"",""tarim_kredi""]",pinned-relative,18.09.2026 12:26,1,1.0667,2026-09-18T20:06:18.753735+03:00,"[{""price"":99.0,""api_unit_price"":247.5,""source_id"":""depot:carrefour-1012"",""market"":""carrefour"",""depot_name"":""Istanbul Acıbadem Hıper"",""index_time"":""18.09.2026 12:26""},{""price"":99.0,""api_unit_price"":247.5,""source_id"":""depot:tarim_kredi-7488"",""market"":""tarim_kredi"",""depot_name"":""Istanbul Kadıköy Kızıltoprak"",""index_time"":""18.09.2026 12:26""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:carrefour-1012"":99.0,""depot:tarim_kredi-7488"":99.0},""previous_level"":99.0,""link_factor"":0.9059288444444444}"
2026-09-18,bread_cereals,bread_wholewheat,Tam buğday ekmeği,id:20E9,id:20E9,Uno %100 Tam Buğday Tava Ekmeği 450 Gr,0.45,kg,82.5,183.333333,199.304346,2,183.33334,0.0,api-refined,Tam Buğday Ekmeği,sub_category,3,2,"[""depot:carrefour-1012"",""depot:migros-1991""]","[""carrefour"",""migros""]",pinned-relative,18.09.2026 12:27,0,1.0667,2026-09-18T20:06:18.753747+03:00,"[{""price"":82.5,""api_unit_price"":183.33334,""source_id"":""depot:migros-1991"",""market"":""migros"",""depot_name"":""Çiçekçi M Migros"",""index_time"":""18.09.2026 12:27""},{""price"":82.5,""api_unit_price"":183.33334,""source_id"":""depot:carrefour-1012"",""market"":""carrefour"",""depot_name"":""Istanbul Acıbadem Hıper"",""index_time"":""18.09.2026 12:27""}]","{""mode"":""pinned-relative"",""previous_prices"":{""depot:carrefour-1012"":82.5,""depot:migros-1991"":82.5},""previous_level"":89.68695557326049,""link_factor"":1.0}"
