date,group,type_id,type_label,slot_id,product_key,title,quantity,unit,price,unit_price,linked_unit_price,offer_count,api_unit_price,unit_price_gap_pct,quantity_source,matched_category,category_level,raw_offer_count,source_count,source_ids,markets,source_mode,source_updated_at,generation,match_score
2026-09-04,bread_cereals,bulgur,Bulgur,id:1PU8,id:1PU8,Duru Pilavlık Bulgur 1 Kg,1.0,kg,59.825,59.825,64.271998,4,59.825,0.0,api-refined,Bulgur,sub_category,5,4,"[""depot:a101-4102"",""depot:bim-5712"",""depot:carrefour-1012"",""depot:sok-7017""]","[""a101"",""bim"",""carrefour"",""sok""]",pinned-relative,04.09.2026 08:03,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1OOR,id:1OOR,Reis Köftelik Bulgur 1 Kg,1.0,kg,79.95,79.95,80.779723,2,79.95,0.0,api-refined,Bulgur,sub_category,2,2,"[""depot:carrefour-1012"",""depot:migros-564""]","[""carrefour"",""migros""]",pinned-relative,04.09.2026 08:02,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1X4Y,id:1X4Y,Duru Başbaşı Bulgur 1 Kg,1.0,kg,70.95,70.95,70.95,2,70.95,0.0,api-refined,Bulgur,sub_category,2,2,"[""depot:carrefour-1012"",""depot:migros-1991""]","[""carrefour"",""migros""]",pinned-relative,04.09.2026 08:04,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1HI0,id:1HI0,Torku Pilavlık Bulgur 2.5 Kg,2.5,kg,102.225,40.89,40.89,2,40.89,0.0,api-refined,Bulgur,sub_category,2,2,"[""depot:a101-4141"",""depot:migros-1991""]","[""a101"",""migros""]",pinned-relative,04.09.2026 08:02,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0WCD,id:0WCD,Duru Pilavlık Bulgur 2 Kg,2.0,kg,139.95,69.975,69.975,2,69.975,0.0,api-refined,Bulgur,sub_category,2,2,"[""depot:carrefour-1012"",""depot:migros-564""]","[""carrefour"",""migros""]",pinned-relative,04.09.2026 08:01,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1LQE,id:1LQE,Doyum Bulgur Çeşitleri 1 Kg,1.0,kg,32.5,32.5,32.5,1,32.5,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:bim-5712""]","[""bim""]",pinned-relative,04.09.2026 08:02,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0YSI,id:0YSI,Anadolu Mutfağı Köftelik Bulgur 1 Kg,1.0,kg,34.0,34.0,34.0,1,34.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:sok-4707""]","[""sok""]",pinned-relative,04.09.2026 08:01,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0W77,id:0W77,Anadolu Mutfağı Pilavlık Bulgur 1 Kg,1.0,kg,34.0,34.0,34.0,1,34.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:sok-4707""]","[""sok""]",pinned-relative,04.09.2026 08:01,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:00K4,id:00K4,Yöremce Köftelik Bulgur 1 Kg,1.0,kg,34.0,34.0,34.0,1,34.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:a101-6815""]","[""a101""]",pinned-relative,04.09.2026 08:04,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:06Y3,id:06Y3,Saban Pilavlık Bulgur 1 Kg,1.0,kg,34.0,34.0,34.0,1,34.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:bim-5712""]","[""bim""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0577,id:0577,Saban Köftelik Bulgur 1 Kg,1.0,kg,34.0,34.0,34.0,1,34.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:bim-5712""]","[""bim""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:08WG,id:08WG,Rençber Pilavlık Bulgur 1 Kg,1.0,kg,34.0,34.0,34.0,1,34.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:hakmar-5521""]","[""hakmar""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:049D,id:049D,Carrefour Köftelik Bulgur 1 Kg,1.0,kg,34.95,34.95,34.95,1,34.95,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:carrefour-5254""]","[""carrefour""]",pinned-relative,04.09.2026 08:04,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1QWY,id:1QWY,Tat Köftelik Bulgur 1 Kg,1.0,kg,44.5,44.5,44.5,1,44.5,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:a101-4141""]","[""a101""]",pinned-relative,04.09.2026 08:03,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0EDB,id:0EDB,Tarım Kredi Köftelik Bulgur 1 Kg,1.0,kg,46.9,46.9,46.9,1,46.9,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:tarim_kredi-5022""]","[""tarim_kredi""]",pinned-relative,04.09.2026 08:06,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0DF8,id:0DF8,Reis Esmer Çiğköftelik Bulgur 1 Kg,1.0,kg,79.95,79.95,79.95,1,79.95,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:06,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0JC4,id:0JC4,Reis İnce Pilavlık Bulgur 1 Kg,1.0,kg,79.95,79.95,79.95,1,79.95,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:06,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0Q0L,id:0Q0L,Yayla Köftelik Bulgur 1 Kg,1.0,kg,65.95,65.95,65.95,1,65.95,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:migros-1991""]","[""migros""]",pinned-relative,04.09.2026 08:00,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1ROP,id:1ROP,Filiz Mardin Pilavlık Bulgur 800 Gr,0.8,kg,69.95,87.4375,87.4375,1,87.43749,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:migros-564""]","[""migros""]",pinned-relative,04.09.2026 08:03,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:14G7,id:14G7,Saban Köftelik Bulgur 2.5 Kg,2.5,kg,70.0,28.0,28.0,1,28.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:bim-5712""]","[""bim""]",pinned-relative,04.09.2026 08:00,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0F2Q,id:0F2Q,Carrefour Pilavlık Bulgur 2.5 Kg,2.5,kg,85.95,34.38,34.38,1,34.38,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:06,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1YIH,id:1YIH,Dola Glutensiz Pilavlık Bulgur 400 Gr,0.4,kg,103.9,259.75,259.75,1,259.75,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:tarim_kredi-5022""]","[""tarim_kredi""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:1N0Q,id:1N0Q,City Farm Organik Pilavlık Bulgur 1 Kg,1.0,kg,134.0,134.0,134.0,1,134.0,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:02,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0VWW,id:0VWW,Reis Pilavlık Bulgur 2.5 Kg,2.5,kg,184.9,73.96,73.96,1,73.96,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:01,0,1.1
2026-09-04,bread_cereals,bulgur,Bulgur,id:0HR7,id:0HR7,Reis Başakbaşı Bulgur 2.5 Kg,2.5,kg,184.9,73.96,73.96,1,73.96,0.0,api-refined,Bulgur,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:06,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:1YZR,id:1YZR,Nuh'un Ankara Spagetti Makarna 500 Gr,0.5,kg,34.225,68.45,68.45,2,68.45,0.0,api-refined,Spagetti,sub_category,2,2,"[""depot:hakmar-5521"",""depot:migros-1991""]","[""hakmar"",""migros""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:1Q4D,id:1Q4D,Arbella Spagetti Makarna 500 Gr,0.5,kg,33.95,67.9,67.9,2,67.9,0.0,api-refined,Spagetti,sub_category,2,2,"[""depot:carrefour-1012"",""depot:migros-1991""]","[""carrefour"",""migros""]",pinned-relative,04.09.2026 08:03,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:05SY,id:05SY,Carrefour Spagetti Makarna 500 Gr,0.5,kg,17.95,35.9,35.9,1,35.9,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:carrefour-5254""]","[""carrefour""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:0P51,id:0P51,Bendo Spagetti Makarna 500 Gr,0.5,kg,17.0,34.0,34.0,1,34.0,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:a101-6815""]","[""a101""]",pinned-relative,04.09.2026 08:00,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:16L9,id:16L9,Tat Spagetti Makarna 500 Gr,0.5,kg,17.0,34.0,34.0,1,34.0,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:hakmar-5521""]","[""hakmar""]",pinned-relative,04.09.2026 08:01,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:0M0B,id:0M0B,Migros Spagetti Makarna 500 Gr,0.5,kg,17.95,35.9,35.9,1,35.9,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:migros-1991""]","[""migros""]",pinned-relative,04.09.2026 08:06,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:0QZV,id:0QZV,Berona Spagetti Makarna 500 Gr,0.5,kg,23.5,47.0,47.0,1,47.0,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:a101-4141""]","[""a101""]",pinned-relative,04.09.2026 08:00,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:0XHH,id:0XHH,Nuh'un Ankara Vitaminli Spagetti Makarna 500 Gr,0.5,kg,33.5,67.0,67.0,1,67.0,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:a101-6815""]","[""a101""]",pinned-relative,04.09.2026 08:01,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:1XM2,id:1XM2,Pastavilla Spagetti Makarna 500 Gr,0.5,kg,46.95,93.9,93.9,1,93.9,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:04,0,1.1
2026-09-04,bread_cereals,pasta_spaghetti,Spagetti makarna,id:03VE,id:03VE,Sade Organik Spagetti Makarna 500 Gr,0.5,kg,123.5,247.0,247.0,1,247.0,0.0,api-refined,Spagetti,sub_category,1,1,"[""depot:carrefour-1012""]","[""carrefour""]",pinned-relative,04.09.2026 08:04,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:20FP,id:20FP,Mutlu Penne Makarna 500 Gr,0.5,kg,19.75,39.5,42.360147,5,39.5,0.0,api-refined,Mantı Makarna ve Erişte,main_category,5,5,"[""depot:a101-4141"",""depot:bim-5712"",""depot:carrefour-5254"",""depot:hakmar-5521"",""depot:migros-1991""]","[""a101"",""bim"",""carrefour"",""hakmar"",""migros""]",pinned-relative,04.09.2026 08:02,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:1YQJ,id:1YQJ,Filiz Fiyonk Makarna 500 Gr,0.5,kg,34.2,68.4,68.4,4,68.4,0.0,api-refined,Mantı Makarna ve Erişte,main_category,4,4,"[""depot:bim-5712"",""depot:carrefour-5254"",""depot:migros-1991"",""depot:sok-1017""]","[""bim"",""carrefour"",""migros"",""sok""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:207R,id:207R,Filiz Boncuk Makarna 500 Gr,0.5,kg,33.5,67.0,68.4,3,67.0,0.0,api-refined,Mantı Makarna ve Erişte,main_category,4,3,"[""depot:a101-6815"",""depot:bim-5712"",""depot:carrefour-1012""]","[""a101"",""bim"",""carrefour""]",pinned-relative,04.09.2026 08:02,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:1P8W,id:1P8W,Arbella Burgu Makarna 500 Gr,0.5,kg,33.95,67.9,67.9,3,67.9,0.0,api-refined,Mantı Makarna ve Erişte,main_category,3,3,"[""depot:bim-5712"",""depot:carrefour-1012"",""depot:migros-1991""]","[""bim"",""carrefour"",""migros""]",pinned-relative,04.09.2026 08:03,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:20R6,id:20R6,Mutlu Burgu Makarna 500 Gr,0.5,kg,19.5,39.0,35.259875,3,39.0,0.0,api-refined,Mantı Makarna ve Erişte,main_category,3,3,"[""depot:a101-4141"",""depot:carrefour-5254"",""depot:migros-1991""]","[""a101"",""carrefour"",""migros""]",pinned-relative,04.09.2026 08:03,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:1TBA,id:1TBA,Filiz Fırın Makarna 500 Gr,0.5,kg,34.925,69.85,69.85,2,69.85,0.0,api-refined,Mantı Makarna ve Erişte,main_category,2,2,"[""depot:carrefour-5254"",""depot:migros-1991""]","[""carrefour"",""migros""]",pinned-relative,04.09.2026 08:04,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:2166,id:2166,Pastavilla Dirsek Makarna 500 Gr,0.5,kg,46.95,93.9,93.9,2,93.9,0.0,api-refined,Mantı Makarna ve Erişte,main_category,2,2,"[""depot:carrefour-1012"",""depot:migros-1991""]","[""carrefour"",""migros""]",pinned-relative,04.09.2026 08:03,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:1ZOT,id:1ZOT,Pastavilla Kelebek Makarna 500 Gr,0.5,kg,46.95,93.9,93.9,2,93.9,0.0,api-refined,Mantı Makarna ve Erişte,main_category,2,2,"[""depot:carrefour-1012"",""depot:migros-1991""]","[""carrefour"",""migros""]",pinned-relative,04.09.2026 08:05,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:1ON5,id:1ON5,Makaroma Caserecce Makarna 500 Gr,0.5,kg,47.57,95.14,95.52,1,95.14,0.0,api-refined,Mantı Makarna ve Erişte,main_category,2,1,"[""depot:migros-1991""]","[""migros""]",pinned-relative,04.09.2026 08:02,0,1.1
2026-09-04,bread_cereals,pasta_other,Diğer makarna,id:0B11,id:0B11,Piyale Burgu Makarna 500 Gr,0.5,kg,17.0,34.0,34.0,1,34.0,0.0,api-refined,Mantı Makarna ve Erişte,main_category,1,1,"[""depot:sok-4707""]","[""sok""]",pinned-relative,04.09.2026 08:05,0,1.1
